id,TOXICITY,INSULT,THREAT,PROFANITY,IDENTITY_ATTACK
75,0.37751234,0.32211447,0.006848133,0.5150164,0.23542951
76,0.02638162,0.014732921,0.006304411,0.029050145,0.0028118372
77,0.103494145,0.06858205,0.0055567934,0.023652986,0.005660672
78,0.026735162,0.013212911,0.007094103,0.025634222,0.0031263188
79,0.17458448,0.083359696,0.0070164283,0.021398475,0.17925262
80,0.010995304,0.009431887,0.0054548453,0.012892825,0.0028673338
81,0.8364697,0.7827088,0.009048914,0.9421618,0.083355546
82,0.007351146,0.007360875,0.005576212,0.013200258,0.0013966691
83,0.007099825,0.0070473733,0.005647414,0.014566627,0.000776955
84,0.010995304,0.009089886,0.0057056695,0.013131939,0.0011191851
85,0.09785384,0.03768798,0.0057639256,0.015523086,0.055218685
86,0.147767,0.0806213,0.0058513097,0.028640235,0.050443888
87,0.20335422,0.16751462,0.0824309,0.07708528,0.10221587
88,0.51869136,0.5362655,0.009230154,0.61633086,0.027413858
89,0.017969469,0.013250912,0.005466173,0.011167783,0.006030651
90,0.019477395,0.013706914,0.0055729756,0.010211324,0.0055866763
91,0.911035,0.9100384,0.13815513,0.90862066,0.22783615
92,0.1641865,0.13969865,0.0059160385,0.06796519,0.0021828737
93,0.054037213,0.02657372,0.01086132,0.018324144,0.0020996283
94,0.009550206,0.00810188,0.00541439,0.010740792,0.0039402717
95,0.005780388,0.00648687,0.0057995263,0.011663092,0.0019053896
96,0.0055918973,0.0062493687,0.0054548453,0.011714331,0.0006289636
97,0.4014846,0.4339631,0.00951496,0.11354194,0.43256098
98,0.2028889,0.191015,0.011379151,0.057443913,0.008916483
99,0.0073197307,0.0074558756,0.0055309017,0.010228404,0.0021273769
100,0.22043827,0.16751462,0.025443908,0.091633186,0.022992345
101,0.7701451,0.75027496,0.00967031,0.84995824,0.33352965
102,0.05651112,0.02425329,0.011327368,0.022696527,0.018470341
103,0.0109324735,0.010400894,0.0056668324,0.010433359,0.0013874196
104,0.85173553,0.7782364,0.027343199,0.7673477,0.7426507
105,0.00045748317,0.004965673,0.005206752,0.007613087,0.00011793067
106,0.40336934,0.47384647,0.011482717,0.36230123,0.10221587
107,0.4269174,0.34135336,0.5195707,0.18294942,0.041261412
108,0.03828422,0.013174911,0.00756015,0.016103793,0.021083053
109,0.6308517,0.66500133,0.035458352,0.73341435,0.28034934
110,0.013885498,0.011198899,0.005526047,0.013849284,0.0011145604
111,0.056758508,0.025542418,0.0076637166,0.03239325,0.0018221445
112,0.0045866123,0.006372869,0.0054888283,0.010194245,0.0006520872
113,0.08320791,0.032248367,0.018710058,0.014088398,0.003311308
114,0.016021729,0.012490907,0.005495301,0.010792031,0.0024973555
115,0.00816794,0.0075508766,0.0059095654,0.015181494,0.0011006863
116,0.27412915,0.26957804,0.048158366,0.057443913,0.042292643
117,0.029563503,0.01819439,0.0066345283,0.01173141,0.0030523231
118,0.048594624,0.026058068,0.007793174,0.013439372,0.010211408
119,0.25462922,0.1469393,0.012026439,0.051932767,0.27914262
120,0.007539637,0.008633883,0.005342379,0.009374423,0.0004092888
121,0.0052463305,0.0065533705,0.0055503207,0.010706633,0.0008648249
122,0.16591948,0.06921569,0.054947287,0.073529124,0.009471451
123,0.040925518,0.013516913,0.008841781,0.029888187,0.0068446035
124,0.39987978,0.24928534,0.5356442,0.18171974,0.010951365
125,0.19870108,0.15236975,0.012337137,0.024951037,0.09410924
126,0.13214645,0.08533409,0.0060778605,0.024882717,0.011025362
127,0.004523782,0.0058361157,0.005838364,0.010689554,0.0005526555
128,0.18459146,0.15769513,0.0064597605,0.073529124,0.02138452
129,0.743089,0.7827088,0.010084574,0.5711371,0.10221587
130,0.0064715217,0.007189874,0.0056668324,0.00904991,0.000638213
131,0.42349213,0.48627716,0.012958534,0.25001678,0.099899694
132,0.4013387,0.40420914,0.009204263,0.57488567,0.06431354
133,0.112436704,0.07523532,0.0069387536,0.031391226,0.022590388
134,0.0068799187,0.007123374,0.005534138,0.011936366,0.0004694103
135,0.032391842,0.022899706,0.0055875396,0.011611853,0.008694496
136,0.0045551974,0.0062493687,0.005715379,0.010604155,0.0011931809
137,0.00408397,0.006363369,0.005458082,0.00904991,0.0003954146
138,0.30527395,0.13969865,0.008013252,0.6001929,0.01087737
139,0.20149297,0.16480011,0.0064015044,0.026454043,0.099072486
140,0.0015550501,0.005342113,0.0052942373,0.008417964,0.00023008042
141,0.032863233,0.020966014,0.005838364,0.01261955,0.0012024303
142,0.09872158,0.061451588,0.0057995263,0.025087673,0.008324518
143,0.5716857,0.24424846,0.6615786,0.1811049,0.050443888
144,0.0054034065,0.0064108693,0.0054321904,0.010023449,0.0014984132
145,0.0041468004,0.00654387,0.0052962597,0.008990131,0.00052028237
146,0.3625127,0.3388922,0.0077154995,0.43272525,0.12735364
147,0.11098998,0.06858205,0.012647836,0.017436003,0.011839314
148,0.041172907,0.027347196,0.0056409407,0.01173141,0.007473567
149,0.03357032,0.022448512,0.006641001,0.009545219,0.0016186562
150,0.007696713,0.010172892,0.005260659,0.008503363,0.00046247322
151,0.007508222,0.007493876,0.00548721,0.009698936,0.0018868907
152,0.5972042,0.6120431,0.0074048014,0.8086746,0.0093974555
153,0.09438288,0.06477321,0.0059095654,0.015181494,0.01191331
154,0.0414203,0.024382202,0.006589218,0.013439372,0.0050317086
155,0.038991302,0.02982438,0.005809236,0.011389818,0.0012856756
156,0.37751234,0.46327567,0.008013252,0.18786818,0.09824528
157,0.6863638,0.6336687,0.34804323,0.29209393,0.6778536
158,0.0036127428,0.0059738667,0.005313251,0.0098868115,0.00036304147
159,0.016210219,0.013858915,0.005437045,0.010911589,0.0010544389
160,0.14256015,0.07998765,0.005568121,0.17380778,0.0028673338
161,0.11067997,0.060752302,0.008556974,0.031641733,0.0023678627
162,0.0038483564,0.0060403673,0.00537798,0.00993805,0.00046016084
163,0.023553278,0.018323302,0.005479119,0.010535837,0.005512681
164,0.39021665,0.18852992,0.007340072,0.6983885,0.0061416444
165,0.54823303,0.4986907,0.44942492,0.32658687,0.40883094
166,0.085582085,0.046178754,0.006420923,0.02167175,0.0068446035
167,0.032627538,0.020385906,0.0063367756,0.017914234,0.0012394282
168,0.036634352,0.027347196,0.005618286,0.01402008,0.0057346676
169,0.11192002,0.06337463,0.009437286,0.09260304,0.0041067624
170,0.6342749,0.7090544,0.0074306927,0.41081807,0.022791367
171,0.0073197307,0.007303875,0.0058416002,0.014122557,0.00103594
172,0.021667719,0.017088935,0.0055875396,0.00993805,0.0011746819
173,0.28857216,0.07460167,0.34913966,0.2258264,0.027413858
174,0.16098402,0.12521741,0.006016368,0.068967216,0.006030651
175,0.62136006,0.6261769,0.05721026,0.7809412,0.06249457
176,0.005497652,0.006847872,0.005427336,0.009920971,0.00074458186
177,0.4014846,0.14874944,0.54479665,0.11725569,0.02721288
178,0.039226998,0.018967867,0.008582866,0.011099464,0.010433395
179,0.30427247,0.12702756,0.42133212,0.1631077,0.014149316
180,0.014450971,0.010096892,0.0068999166,0.010621235,0.0019978844
181,0.013257195,0.0094128875,0.005517956,0.01265371,0.00054109364
182,0.007759543,0.007987879,0.0055017737,0.009903891,0.00071220874
183,0.003345714,0.0056318645,0.0054904465,0.009852652,0.000423163
184,0.10089093,0.047349896,0.005948403,0.07223598,0.0045322375
185,0.005497652,0.006847872,0.005427336,0.009920971,0.00074458186
186,0.014011159,0.0096028885,0.006155535,0.018529098,0.0015261616
187,0.0043667066,0.006315869,0.0054839733,0.0103992,0.0008324518
188,0.009675868,0.009488888,0.0053812163,0.010296722,0.0011746819
189,0.0043667066,0.006315869,0.0054839733,0.0103992,0.0008324518
190,0.0051835002,0.0064488696,0.0057347976,0.009178007,0.0005040958
191,0.009801528,0.011236899,0.0053520887,0.00995513,0.00094344537
192,0.051810697,0.023221988,0.012492486,0.017094411,0.002173624
193,0.47886392,0.40243408,0.04132889,0.7654259,0.0103594
194,0.004523782,0.0058361157,0.005838364,0.010689554,0.0005526555
195,0.011058134,0.007778878,0.006265574,0.011492296,0.0017204003
196,0.44573322,0.41530323,0.39416263,0.3051381,0.10293542
197,0.014450971,0.009089886,0.0057898173,0.019895468,0.00073995715
198,0.006942749,0.007028373,0.005890147,0.010057608,0.0008093281
199,0.3281604,0.40243408,0.009204263,0.11292298,0.0058456613
200,0.09655223,0.037395194,0.009747985,0.02433617,0.016963007
201,0.16043124,0.14874944,0.013217449,0.019553876,0.00621564
202,0.28312725,0.16868424,0.013631714,0.07934829,0.32476485
203,0.52139956,0.6261769,0.014220826,0.17803068,0.20878418
204,0.10696511,0.0720671,0.0056538866,0.018665737,0.0027748393
205,0.31132057,0.35505778,0.013424582,0.05543986,0.11860296
206,0.15545623,0.04442204,0.10542984,0.02522431,0.073429056
207,0.024260364,0.012984909,0.0063238298,0.010826191,0.009101473
208,0.31686464,0.36709076,0.008000307,0.17473823,0.020982565
209,0.00719407,0.0077028773,0.005451609,0.009801413,0.0009989422
210,0.02249265,0.017807651,0.0055163377,0.012073003,0.0009573196
211,0.046120718,0.024897853,0.0060066585,0.026044132,0.0013319228
212,0.00609454,0.0076838774,0.0053674616,0.00902429,0.0006613367
213,0.040183347,0.02373764,0.0065568537,0.012141321,0.010137413
214,0.21374844,0.19734058,0.009644418,0.058946952,0.008028535
215,0.00816794,0.0075508766,0.005715379,0.010040528,0.0004162259
216,0.008796243,0.007474876,0.0054742643,0.0137468055,0.00072608294
217,0.41168427,0.16883044,0.007754337,0.70864636,0.003311308
218,0.7701451,0.7827088,0.018364733,0.70864636,0.44690517
219,0.1693855,0.16124763,0.006259101,0.03765389,0.003866276
220,0.1893425,0.16824563,0.008712323,0.025360947,0.0051797
221,0.013697007,0.006676871,0.007327127,0.012517073,0.0009619443
222,0.024967449,0.014808921,0.0055503207,0.022423252,0.0013596712
223,0.6989911,0.6120431,0.571094,0.80158395,0.10221587
224,0.10566349,0.032248367,0.018364733,0.06195303,0.0036812867
225,0.30427247,0.08030447,0.0067898775,0.4177144,0.0046247323
226,0.017969469,0.013820915,0.005398208,0.014805742,0.0013041744
227,0.009550206,0.009127886,0.0056506502,0.011646013,0.0013781702
228,0.014450971,0.012110904,0.0053820256,0.009630617,0.00046247322
229,0.0054034065,0.0064108693,0.0054321904,0.010023449,0.0014984132
230,0.08795626,0.02708937,0.04029291,0.016889455,0.004125261
231,0.47886392,0.48627716,0.1329628,0.33317488,0.47178617
232,0.017341165,0.012300906,0.0061166976,0.011628932,0.0052906936
233,0.16158698,0.082372494,0.008220384,0.07191269,0.062039822
234,0.47119883,0.5678696,0.06593887,0.33453682,0.018470341
235,0.52811706,0.58196646,0.02924249,0.4193644,0.36273825
236,0.011560776,0.010970897,0.0055309017,0.010792031,0.0014706649
237,0.009047564,0.0092228865,0.0053893076,0.009348803,0.00085557543
238,0.030034892,0.018710041,0.0071717775,0.013405213,0.001313424
239,0.2540519,0.24928534,0.007327127,0.09001675,0.030949092
240,0.39669925,0.41767508,0.28890648,0.19893537,0.11047905
241,0.18744208,0.17237684,0.0066280556,0.034397304,0.006770608
242,0.19314334,0.04969218,0.027515862,0.09292633,0.030175667
243,0.012691722,0.007816878,0.005754216,0.010945748,0.006696612
244,0.018974753,0.009089886,0.00866054,0.017026093,0.004846719
245,0.4402136,0.48675314,0.008764107,0.22703624,0.38223284
246,0.3048984,0.33998606,0.007961469,0.13873272,0.019676208
247,0.23812068,0.24424846,0.021127338,0.058946952,0.00899048
248,0.47119883,0.4339631,0.44605255,0.31043148,0.3817989
249,0.012314741,0.00979289,0.005561648,0.010655395,0.0026638457
250,0.32764325,0.26957804,0.02682521,0.079025,0.36702603
251,0.45703048,0.53014356,0.24484909,0.16822512,0.06613251
252,0.11140333,0.028281843,0.06205949,0.028640235,0.004402745
253,0.47772613,0.5130944,0.2172668,0.2813443,0.4774257
254,0.0066600125,0.0072468747,0.0056150495,0.010365041,0.00088332384
255,0.026735162,0.013212911,0.007094103,0.025634222,0.0031263188
256,0.10609736,0.06023245,0.005825418,0.03239325,0.009767435
257,0.01426248,0.011008898,0.005670069,0.012482914,0.0014799143
258,0.4850187,0.5130944,0.13815513,0.24818924,0.5203519
259,0.47119883,0.42367843,0.52468014,0.22622968,0.48915586
260,0.14082454,0.06267534,0.08396416,0.015932998,0.003089321
261,0.19219314,0.056719027,0.05203775,0.098067984,0.014752249
262,0.25915736,0.26957804,0.011767523,0.0816113,0.030433474
263,0.39669925,0.15840563,0.0069646453,0.7785769,0.004846719
264,0.0051520853,0.0064013693,0.0055422294,0.0103821205,0.0008093281
265,0.4826145,0.5678696,0.008375733,0.33453682,0.039714564
266,0.22980402,0.23704576,0.0062785195,0.046171114,0.047448806
267,0.0045866123,0.006372869,0.0054888283,0.010194245,0.0006520872
268,0.83334327,0.802824,0.010058682,0.90258646,0.06249457
269,0.014953613,0.008823884,0.005825418,0.013883443,0.0019146391
270,0.083999306,0.045007613,0.0055697393,0.029460056,0.006992595
271,0.012126249,0.0076268767,0.0076766624,0.015044857,0.003144818
272,0.007916619,0.0075508766,0.005453227,0.0113215,0.0006937098
273,0.22177623,0.21135417,0.0065697995,0.019622196,0.01766643
274,0.004005432,0.005992867,0.0054597002,0.009733095,0.0016834025
275,0.7510937,0.6991143,0.5645715,0.6919765,0.27701542
276,0.009550206,0.008272881,0.0057186154,0.012380436,0.0012394282
277,0.37751234,0.33964422,0.09776353,0.18663849,0.051580742
278,0.23451406,0.11172232,0.13313138,0.075792134,0.1808059
279,0.009738698,0.009982891,0.0054888283,0.010177165,0.002293867
280,0.014890783,0.011844902,0.005627995,0.010023449,0.0012024303
281,0.103060275,0.06354945,0.0059386934,0.026863953,0.0045137387
282,0.02343543,0.018001022,0.0058448366,0.011014067,0.0013411723
283,0.016964182,0.013440913,0.0060778605,0.010245483,0.00092494645
284,0.37340668,0.42881694,0.03165977,0.27072498,0.039456755
285,0.37955463,0.36939126,0.13815513,0.052934792,0.3817989
286,0.011560776,0.011008898,0.005458082,0.010552917,0.0012116798
287,0.11212669,0.0573046,0.03373172,0.019485557,0.012139536
288,0.45761138,0.30797598,0.5940531,0.21456863,0.037909906
289,0.2786282,0.06459839,0.42643023,0.049177196,0.006992595
290,0.051810697,0.027347196,0.0060778605,0.013917602,0.027815815
291,0.016712861,0.013554913,0.0054613184,0.010177165,0.0032743104
292,0.01225191,0.008709883,0.0062526283,0.010894509,0.0008139529
293,0.006534352,0.007322875,0.0055584116,0.011406898,0.0007862045
294,0.37955463,0.36365277,0.010239923,0.27005023,0.4453683
295,0.035691574,0.023995465,0.00560534,0.0118680475,0.009545447
296,0.21776234,0.17610447,0.044602267,0.04141149,0.046159767
297,0.0034399594,0.0057458654,0.0053933533,0.010604155,0.00044166192
298,0.026263772,0.014124917,0.006757513,0.03690237,0.0009943173
299,0.2043827,0.14150882,0.010214032,0.066963166,0.14233272
300,0.057748068,0.032909457,0.008582866,0.016342908,0.005364689
301,0.054779384,0.030926194,0.0057412707,0.014225035,0.025806036
302,0.008670582,0.009279887,0.0053617978,0.010365041,0.0010081916
303,0.040925518,0.023608726,0.005835127,0.01220964,0.022992345
304,0.022846194,0.014238917,0.006874025,0.013302735,0.006696612
305,0.6426206,0.5678696,0.012181788,0.8089582,0.5135796
306,0.22579013,0.06794841,0.13279422,0.09775851,0.013847848
307,0.017843807,0.013288911,0.0058059995,0.01084327,0.0025343532
308,0.009236055,0.008899884,0.005493683,0.010672474,0.0011284347
309,0.005717558,0.007132874,0.005430572,0.009579378,0.00069833454
310,0.006691428,0.007911879,0.0053520887,0.009408582,0.000776955
311,0.9029226,0.89108896,0.11002964,0.764141,0.37292135
312,0.024731753,0.01929015,0.005647414,0.010501678,0.0025713511
313,0.91625386,0.7418356,0.7940924,0.84995824,0.08749158
314,0.47119883,0.5130944,0.1366716,0.26583168,0.46028158
315,0.37795907,0.44464502,0.007819066,0.12551236,0.22783615
316,0.0070055793,0.0075128763,0.0054920646,0.011816809,0.00071683346
317,0.09481675,0.032689095,0.026652548,0.015488927,0.015857628
318,0.019854378,0.019483518,0.005919275,0.0137468055,0.0076585566
319,0.062236045,0.035774168,0.0059322207,0.019143965,0.012441003
320,0.10089093,0.06267534,0.005919275,0.016821137,0.050216515
321,0.47900817,0.4794537,0.021127338,0.541926,0.3817989
322,0.47886392,0.5393265,0.010162249,0.33258784,0.38826546
323,0.06817148,0.032909457,0.0067316215,0.016411226,0.053399716
324,0.23451406,0.20201176,0.005935457,0.023311393,0.1714862
325,0.011183795,0.0074368757,0.0068028234,0.011355659,0.0017666477
326,0.04240986,0.022577424,0.0060260775,0.012722028,0.026609946
327,0.06896287,0.046178754,0.005738034,0.01941724,0.008361516
328,0.33504707,0.37279442,0.008194493,0.13432594,0.034300596
329,0.2359567,0.23704576,0.007793174,0.082581155,0.012842959
330,0.14082454,0.082619295,0.0077284453,0.06145202,0.051580742
331,0.14082454,0.0838533,0.006530962,0.056441884,0.019877186
332,0.061444655,0.030595649,0.0059322207,0.014293353,0.039456755
333,0.014702292,0.012034904,0.0062008454,0.014703264,0.0020071338
334,0.06065326,0.035774168,0.0060649146,0.014293353,0.00932346
335,0.054531995,0.033901088,0.005451609,0.009852652,0.008435511
336,0.5721988,0.65129566,0.007249452,0.28364125,0.1294935
337,0.044883765,0.026315894,0.0055843033,0.014122557,0.0014706649
338,0.29405528,0.3470427,0.010032792,0.06345607,0.035074018
339,0.01859777,0.012946909,0.005670069,0.012175481,0.005660672
340,0.06381883,0.03312982,0.0062332097,0.017914234,0.017967897
341,0.0043667066,0.005992867,0.005517956,0.010228404,0.0005526555
342,0.02072494,0.015948927,0.0053512794,0.009733095,0.00224762
343,0.0056547276,0.006828872,0.0055292835,0.009852652,0.00054109364
344,0.4269174,0.48627716,0.017674083,0.2761231,0.24293575
345,0.036634352,0.023093075,0.0058966195,0.015283971,0.00362579
346,0.11212669,0.07396803,0.005657123,0.015557245,0.0030708222
347,0.026617315,0.019032324,0.0054645548,0.011201942,0.00621564
348,0.4269174,0.46173862,0.032695748,0.2253223,0.39677486
349,0.1693855,0.1378885,0.006084333,0.04266402,0.01274247
350,0.04240986,0.024124376,0.006427396,0.024062896,0.0061046463
351,0.05651112,0.032799274,0.0070164283,0.024677763,0.002885833
352,0.012314741,0.009127886,0.0057930537,0.016547862,0.00073070766
353,0.033806015,0.021481665,0.0058059995,0.02023706,0.009064475
354,0.44933176,0.40243408,0.011793415,0.596623,0.29188538
355,0.10522962,0.04910661,0.005603722,0.028230323,0.032753747
356,0.13561769,0.077136256,0.0069516995,0.022013342,0.04796442
357,0.05131592,0.026058068,0.0061296434,0.01442999,0.025806036
358,0.03309893,0.021868404,0.005627995,0.010723713,0.011025362
359,0.007696713,0.008386881,0.0054111537,0.0098868115,0.00207188
360,0.030859824,0.020321451,0.0053957803,0.011441057,0.016963007
361,0.049336795,0.02618698,0.0056506502,0.010945748,0.027011903
362,0.014073989,0.012300906,0.005412772,0.010296722,0.0020441315
363,0.52811706,0.5130944,0.012906751,0.70864636,0.3817989
364,0.021903414,0.017549826,0.0054079173,0.013063621,0.0019423875
365,0.2854869,0.23704576,0.008634649,0.104876526,0.2949366
366,0.15822013,0.07460167,0.0060131317,0.02030538,0.12440576
367,0.11429678,0.061451588,0.024580594,0.026044132,0.021083053
368,0.06896287,0.036809623,0.0060713873,0.025907494,0.004606233
369,0.40614098,0.4986907,0.008427517,0.2661081,0.104676254
370,0.00713124,0.0075128763,0.005298687,0.00997221,0.0027933381
371,0.045378547,0.021868404,0.011793415,0.027820412,0.002330865
372,0.11357342,0.07460167,0.0061166976,0.028503597,0.01766643
373,0.17805049,0.110259406,0.009178371,0.026590679,0.055673428
374,0.28547668,0.16868424,0.008945347,0.02522431,0.2869935
375,0.3389984,0.36798462,0.0070552654,0.13256322,0.2463217
376,0.010681152,0.009944891,0.005349661,0.010518758,0.0039957687
377,0.0043038763,0.0067528714,0.005340761,0.009801413,0.0008185776
378,0.18649188,0.15698463,0.008129764,0.04491858,0.03249594
379,0.19219314,0.14874944,0.007974415,0.029888187,0.11860296
380,0.41168427,0.40975618,0.042985857,0.46460027,0.3817989
381,0.25462922,0.16780703,0.00756015,0.06946823,0.22458547
382,0.5559701,0.5130944,0.06690872,0.57488567,0.46028158
383,0.032391842,0.024511116,0.0054321904,0.0117997285,0.0032003147
384,0.08716487,0.025800243,0.005767162,0.011577694,0.055218685
385,0.147767,0.08459369,0.006097279,0.02522431,0.04203484
386,0.27047762,0.24928534,0.009877442,0.10178173,0.09245483
387,0.03828422,0.024511116,0.005430572,0.019212283,0.0023401144
388,0.42985553,0.4339631,0.010990778,0.6242122,0.24074486
389,0.069754265,0.03070583,0.007935578,0.021535112,0.029917859
390,0.18554166,0.11797678,0.006155535,0.017777596,0.11860296
391,0.031213367,0.016708933,0.0054208627,0.010501678,0.019676208
392,0.08874765,0.035774168,0.0058869105,0.051181246,0.0046247323
393,0.103928015,0.057890166,0.0070164283,0.07385241,0.025806036
394,0.0043038763,0.00650587,0.0053804074,0.00952814,0.0009388206
395,0.1013248,0.06354945,0.0067186756,0.021330157,0.00569767
396,0.48021027,0.5270482,0.013165667,0.2366394,0.3817989
397,0.0027802412,0.005674615,0.0053787893,0.009169468,0.0003260436
398,0.25462922,0.17486192,0.007857903,0.078378424,0.1232452
399,0.1996317,0.12883772,0.0061749537,0.027683776,0.24970764
400,0.12867521,0.06354945,0.008492245,0.020032106,0.084182754
401,0.18649188,0.16795322,0.0065050707,0.023379711,0.073429056
402,0.15490346,0.07998765,0.006835188,0.02392626,0.1294935
403,0.34757367,0.24928534,0.0078449575,0.4894185,0.11396073
404,0.29405528,0.3388922,0.0067898775,0.11354194,0.10221587
405,0.10913446,0.053205602,0.0061037517,0.011594773,0.072601855
406,0.29953843,0.29855028,0.008919456,0.16450337,0.10221587
407,0.02308189,0.013820915,0.005592394,0.011902207,0.009471451
408,0.0046494426,0.005845616,0.005825418,0.010518758,0.0004694103
409,0.112746716,0.06582214,0.007365964,0.020646973,0.08252834
410,0.0028744866,0.005503614,0.0054613184,0.009220706,0.0005040958
411,0.0031415154,0.005855116,0.0052946415,0.009553759,0.00025436026
412,0.25462922,0.25007802,0.0062785195,0.21024476,0.020781586
413,0.20172562,0.16868424,0.0062008454,0.040158957,0.099072486
414,0.010429831,0.0096028885,0.0053229607,0.0113215,0.0042547537
415,0.007099825,0.0070663732,0.005538993,0.010074687,0.0011145604
416,0.3722269,0.3393024,0.010913103,0.41194582,0.30256465
417,0.11212669,0.060752302,0.005948403,0.039407436,0.049989145
418,0.37694603,0.3470427,0.022335978,0.44431314,0.2831485
419,0.19694418,0.1469393,0.024062606,0.026317406,0.11860296
420,0.01834645,0.012148905,0.0055972487,0.012995303,0.006955597
421,0.1104733,0.056719027,0.006220264,0.027137227,0.06385879
